"date","country","total_revenue"
"2007-04-09","United States","7.99"
"2007-04-10","United States","4.99"
"2007-04-27","United States","5.99"
"2007-04-27","United States","6.99"
"2007-04-27","United States","5.99"
"2007-04-29","United States","4.99"
"2007-04-29","United States","0.99"
"2007-04-29","United States","0.99"
"2007-04-30","United States","0.99"
"2007-04-06","Spain","1.99"
"2007-04-09","Spain","0.99"
"2007-04-09","Spain","3.99"
"2007-04-10","Spain","2.99"
"2007-04-11","Spain","7.99"
"2007-04-27","Spain","0.99"
"2007-04-27","Spain","5.99"
"2007-04-27","Spain","4.99"
"2007-04-29","Spain","4.99"
"2007-04-30","Spain","4.99"
"2007-04-30","Spain","3.99"
"2007-04-30","Spain","4.99"
"2007-04-06","Japan","2.99"
"2007-04-06","Japan","4.99"
"2007-04-09","Japan","2.99"
"2007-04-27","Japan","2.99"
"2007-04-28","Japan","4.99"
"2007-04-30","Japan","4.99"
"2007-04-30","Japan","7.99"
"2007-04-08","Japan","4.99"
"2007-04-09","Japan","1.99"
"2007-04-10","Japan","2.99"
"2007-04-10","Japan","2.99"
"2007-04-11","Japan","7.99"
"2007-04-12","Japan","2.99"
"2007-04-12","Japan","0.99"
"2007-04-30","Japan","4.99"
"2007-04-08","Russian Federation","4.99"
"2007-04-11","Russian Federation","7.99"
"2007-04-27","Russian Federation","4.99"
"2007-04-29","Russian Federation","6.99"
"2007-04-30","Russian Federation","2.99"
"2007-04-30","Russian Federation","5.99"
"2007-04-30","Russian Federation","2.99"
"2007-04-06","French Polynesia","7.99"
"2007-04-06","French Polynesia","2.99"
"2007-04-07","French Polynesia","3.99"
"2007-04-08","French Polynesia","4.99"
"2007-04-09","French Polynesia","4.99"
"2007-04-27","French Polynesia","2.99"
"2007-04-28","French Polynesia","7.99"
"2007-04-28","French Polynesia","0.99"
"2007-04-29","French Polynesia","0.99"
"2007-04-06","Liechtenstein","4.99"
"2007-04-07","Liechtenstein","4.99"
"2007-04-09","Liechtenstein","4.99"
"2007-04-10","Liechtenstein","0.99"
"2007-04-10","Liechtenstein","2.99"
"2007-04-12","Liechtenstein","4.99"
"2007-04-12","Liechtenstein","1.99"
"2007-04-12","Liechtenstein","4.99"
"2007-04-28","Liechtenstein","5.99"
"2007-04-30","Liechtenstein","0.99"
"2007-04-30","Liechtenstein","0.99"
"2007-04-30","Liechtenstein","1.99"
"2007-04-30","Liechtenstein","0.99"
"2007-04-30","Liechtenstein","2.99"
"2007-04-30","Liechtenstein","4.99"
"2007-04-06","Malaysia","4.99"
"2007-04-07","Malaysia","4.99"
"2007-04-09","Malaysia","1.99"
"2007-04-27","Malaysia","9.99"
"2007-04-27","Malaysia","4.99"
"2007-04-29","Malaysia","0.99"
"2007-04-30","Malaysia","2.99"
"2007-04-30","Malaysia","2.99"
"2007-04-30","Malaysia","4.99"
"2007-04-07","India","2.99"
"2007-04-07","India","4.99"
"2007-04-08","India","4.99"
"2007-04-08","India","3.99"
"2007-04-09","India","8.99"
"2007-04-09","India","3.99"
"2007-04-10","India","4.99"
"2007-04-28","India","4.99"
"2007-04-29","India","4.99"
"2007-04-30","India","8.99"
"2007-04-30","India","6.99"
"2007-04-05","India","2.99"
"2007-04-06","India","2.99"
"2007-04-11","India","5.99"
"2007-04-27","India","0.99"
"2007-04-27","India","3.99"
"2007-04-27","India","0.99"
"2007-04-30","India","4.99"
"2007-04-30","India","4.99"
"2007-04-27","Switzerland","7.99"
"2007-04-27","Switzerland","1.99"
"2007-04-28","Switzerland","6.99"
"2007-04-28","Switzerland","4.99"
"2007-04-29","Switzerland","3.99"
"2007-04-30","Switzerland","6.99"
"2007-04-06","United States","2.99"
"2007-04-07","United States","4.99"
"2007-04-09","United States","2.99"
"2007-04-29","United States","4.99"
"2007-04-30","United States","0.99"
"2007-04-06","United States","8.99"
"2007-04-08","United States","4.99"
"2007-04-10","United States","6.99"
"2007-04-10","United States","4.99"
"2007-04-10","United States","4.99"
"2007-04-12","United States","3.99"
"2007-04-12","United States","8.99"
"2007-04-29","United States","5.99"
"2007-04-30","United States","0.99"
"2007-04-30","United States","4.99"
"2007-04-30","United States","3.99"
"2007-04-30","United States","0.99"
"2007-04-30","United States","2.99"
"2007-04-30","United States","0.99"
"2007-04-06","China","0.99"
"2007-04-07","China","4.99"
"2007-04-08","China","1.99"
"2007-04-08","China","5.99"
"2007-04-08","China","5.99"
"2007-04-09","China","3.99"
"2007-04-09","China","2.99"
"2007-04-09","China","0.99"
"2007-04-11","China","2.99"
"2007-04-11","China","0.99"
"2007-04-12","China","1.99"
"2007-04-12","China","0.99"
"2007-04-27","China","0.99"
"2007-04-27","China","2.99"
"2007-04-27","China","1.99"
"2007-04-29","China","4.99"
"2007-04-30","China","2.99"
"2007-04-30","China","6.99"
"2007-04-30","China","3.99"
"2007-04-30","China","0.99"
"2007-04-06","French Guiana","4.99"
"2007-04-07","French Guiana","4.99"
"2007-04-08","French Guiana","3.99"
"2007-04-10","French Guiana","3.99"
"2007-04-12","French Guiana","0.99"
"2007-04-28","French Guiana","6.99"
"2007-04-29","French Guiana","1.99"
"2007-04-29","French Guiana","5.99"
"2007-04-30","French Guiana","3.99"
"2007-04-06","Sweden","4.99"
"2007-04-06","Sweden","2.99"
"2007-04-07","Sweden","2.99"
"2007-04-07","Sweden","4.99"
"2007-04-07","Sweden","6.99"
"2007-04-08","Sweden","5.99"
"2007-04-10","Sweden","0.99"
"2007-04-11","Sweden","8.99"
"2007-04-11","Sweden","5.99"
"2007-04-11","Sweden","3.99"
"2007-04-26","Sweden","2.99"
"2007-04-28","Sweden","2.99"
"2007-04-30","Sweden","5.99"
"2007-04-07","China","4.99"
"2007-04-09","China","2.99"
"2007-04-09","China","2.99"
"2007-04-11","China","2.99"
"2007-04-27","China","5.99"
"2007-04-28","China","0.99"
"2007-04-29","China","1.99"
"2007-04-30","China","7.99"
"2007-04-06","India","0.99"
"2007-04-06","India","4.99"
"2007-04-06","India","0.99"
"2007-04-08","India","6.99"
"2007-04-08","India","3.99"
"2007-04-12","India","4.99"
"2007-04-30","India","3.99"
"2007-04-30","India","3.99"
"2007-04-30","India","4.99"
"2007-04-30","India","7.99"
"2007-04-06","Algeria","8.99"
"2007-04-07","Algeria","0.99"
"2007-04-07","Algeria","0.99"
"2007-04-10","Algeria","3.99"
"2007-04-11","Algeria","4.99"
"2007-04-11","Algeria","6.99"
"2007-04-12","Algeria","6.99"
"2007-04-29","Algeria","6.99"
"2007-04-30","Algeria","2.99"
"2007-04-30","Algeria","2.99"
"2007-04-30","Algeria","0.99"
"2007-04-07","Saudi Arabia","0.99"
"2007-04-10","Saudi Arabia","5.99"
"2007-04-27","Saudi Arabia","4.99"
"2007-04-27","Saudi Arabia","7.99"
"2007-04-28","Saudi Arabia","2.99"
"2007-04-29","Saudi Arabia","0.99"
"2007-04-29","Saudi Arabia","2.99"
"2007-04-08","Philippines","4.99"
"2007-04-09","Philippines","1.99"
"2007-04-09","Philippines","3.99"
"2007-04-10","Philippines","8.99"
"2007-04-10","Philippines","4.99"
"2007-04-10","Philippines","4.99"
"2007-04-11","Philippines","0.99"
"2007-04-12","Philippines","5.99"
"2007-04-27","Philippines","0.99"
"2007-04-27","Philippines","4.99"
"2007-04-28","Philippines","4.99"
"2007-04-28","Philippines","2.99"
"2007-04-29","Philippines","2.99"
"2007-04-29","Philippines","1.99"
"2007-04-29","Philippines","4.99"
"2007-04-29","Philippines","3.99"
"2007-04-29","Philippines","4.99"
"2007-04-30","Philippines","0.99"
"2007-04-06","Philippines","0.99"
"2007-04-09","Philippines","4.99"
"2007-04-09","Philippines","4.99"
"2007-04-09","Philippines","0.99"
"2007-04-10","Philippines","4.99"
"2007-04-11","Philippines","0.99"
"2007-04-28","Philippines","4.99"
"2007-04-30","Philippines","2.99"
"2007-04-30","Philippines","5.99"
"2007-04-30","Philippines","4.99"
"2007-04-07","Taiwan","2.99"
"2007-04-08","Taiwan","4.99"
"2007-04-09","Taiwan","4.99"
"2007-04-12","Taiwan","9.99"
"2007-04-12","Taiwan","2.99"
"2007-04-27","Taiwan","4.99"
"2007-04-28","Taiwan","4.99"
"2007-04-29","Taiwan","4.99"
"2007-04-30","Taiwan","2.99"
"2007-04-30","Taiwan","2.99"
"2007-04-06","Brazil","3.99"
"2007-04-10","Brazil","2.99"
"2007-04-10","Brazil","2.99"
"2007-04-10","Brazil","4.99"
"2007-04-11","Brazil","7.99"
"2007-04-12","Brazil","2.99"
"2007-04-27","Brazil","6.99"
"2007-04-29","Brazil","5.99"
"2007-04-30","Brazil","4.99"
"2007-04-30","Brazil","3.99"
"2007-04-06","Taiwan","0.99"
"2007-04-07","Taiwan","2.99"
"2007-04-08","Taiwan","0.99"
"2007-04-08","Taiwan","5.99"
"2007-04-09","Taiwan","2.99"
"2007-04-11","Taiwan","0.99"
"2007-04-11","Taiwan","3.99"
"2007-04-12","Taiwan","0.99"
"2007-04-12","Taiwan","0.99"
"2007-04-12","Taiwan","2.99"
"2007-04-27","Taiwan","2.99"
"2007-04-27","Taiwan","4.99"
"2007-04-28","Taiwan","0.99"
"2007-04-28","Taiwan","2.99"
"2007-04-28","Taiwan","1.99"
"2007-04-29","Taiwan","6.99"
"2007-04-30","Taiwan","5.99"
"2007-04-30","Taiwan","4.99"
"2007-04-30","Taiwan","4.99"
"2007-04-30","Taiwan","9.99"
"2007-04-07","Kazakstan","4.99"
"2007-04-10","Kazakstan","0.99"
"2007-04-12","Kazakstan","0.99"
"2007-04-28","Kazakstan","6.99"
"2007-04-29","Kazakstan","2.99"
"2007-04-29","Kazakstan","3.99"
"2007-04-30","Kazakstan","0.99"
"2007-04-30","Kazakstan","2.99"
"2007-04-30","Kazakstan","0.99"
"2007-04-08","Brazil","0.99"
"2007-04-11","Brazil","0.99"
"2007-04-11","Brazil","2.99"
"2007-04-27","Brazil","3.99"
"2007-04-28","Brazil","0.99"
"2007-04-30","Brazil","4.99"
"2007-04-30","Brazil","0.99"
"2007-04-30","Brazil","4.99"
"2007-04-06","India","4.99"
"2007-04-07","India","5.99"
"2007-04-08","India","2.99"
"2007-04-08","India","0.99"
"2007-04-09","India","1.99"
"2007-04-10","India","0.99"
"2007-04-11","India","0.99"
"2007-04-11","India","4.99"
"2007-04-27","India","1.99"
"2007-04-28","India","4.99"
"2007-04-28","India","3.99"
"2007-04-28","India","6.99"
"2007-04-30","India","4.99"
"2007-04-30","India","5.99"
"2007-04-06","Japan","0.99"
"2007-04-06","Japan","2.99"
"2007-04-07","Japan","4.99"
"2007-04-08","Japan","4.99"
"2007-04-08","Japan","4.99"
"2007-04-09","Japan","2.99"
"2007-04-10","Japan","2.99"
"2007-04-11","Japan","5.99"
"2007-04-27","Japan","9.99"
"2007-04-29","Japan","2.99"
"2007-04-30","Japan","1.99"
"2007-04-30","Japan","6.99"
"2007-04-30","Japan","0.99"
"2007-04-06","Nigeria","4.99"
"2007-04-07","Nigeria","8.99"
"2007-04-07","Nigeria","3.99"
"2007-04-08","Nigeria","5.99"
"2007-04-09","Nigeria","3.99"
"2007-04-09","Nigeria","4.99"
"2007-04-11","Nigeria","5.99"
"2007-04-11","Nigeria","6.99"
"2007-04-12","Nigeria","1.99"
"2007-04-27","Nigeria","0.99"
"2007-04-29","Nigeria","5.99"
"2007-04-29","Nigeria","6.99"
"2007-04-06","Madagascar","2.99"
"2007-04-08","Madagascar","9.99"
"2007-04-09","Madagascar","0.99"
"2007-04-27","Madagascar","4.99"
"2007-04-28","Madagascar","0.99"
"2007-04-30","Madagascar","3.99"
"2007-04-06","Ukraine","2.99"
"2007-04-08","Ukraine","6.99"
"2007-04-10","Ukraine","4.99"
"2007-04-11","Ukraine","6.99"
"2007-04-12","Ukraine","6.99"
"2007-04-28","Ukraine","9.99"
"2007-04-28","Ukraine","0.99"
"2007-04-29","Ukraine","4.99"
"2007-04-30","Ukraine","3.99"
"2007-04-30","Ukraine","8.99"
"2007-04-30","Ukraine","6.99"
"2007-04-06","South Africa","6.99"
"2007-04-06","South Africa","2.99"
"2007-04-09","South Africa","0.99"
"2007-04-09","South Africa","6.99"
"2007-04-11","South Africa","2.99"
"2007-04-12","South Africa","2.99"
"2007-04-28","South Africa","0.99"
"2007-04-29","South Africa","4.99"
"2007-04-30","South Africa","1.99"
"2007-04-07","Mexico","6.99"
"2007-04-08","Mexico","6.99"
"2007-04-09","Mexico","5.99"
"2007-04-09","Mexico","0.99"
"2007-04-10","Mexico","5.99"
"2007-04-11","Mexico","2.99"
"2007-04-11","Mexico","9.99"
"2007-04-28","Mexico","2.99"
"2007-04-28","Mexico","4.99"
"2007-04-29","Mexico","8.99"
"2007-04-30","Mexico","2.99"
"2007-04-30","Mexico","4.99"
"2007-04-07","United Kingdom","0.99"
"2007-04-08","United Kingdom","2.99"
"2007-04-09","United Kingdom","4.99"
"2007-04-09","United Kingdom","0.99"
"2007-04-28","United Kingdom","0.99"
"2007-04-30","United Kingdom","7.99"
"2007-04-30","United Kingdom","4.99"
"2007-04-30","United Kingdom","2.99"
"2007-04-06","Thailand","0.99"
"2007-04-06","Thailand","4.99"
"2007-04-07","Thailand","2.99"
"2007-04-08","Thailand","9.99"
"2007-04-09","Thailand","0.99"
"2007-04-10","Thailand","8.99"
"2007-04-12","Thailand","7.99"
"2007-04-27","Thailand","2.99"
"2007-04-28","Thailand","10.99"
"2007-04-29","Thailand","5.99"
"2007-04-29","Thailand","2.99"
"2007-04-30","Thailand","4.99"
"2007-04-09","Colombia","7.99"
"2007-04-10","Colombia","3.99"
"2007-04-10","Colombia","4.99"
"2007-04-12","Colombia","4.99"
"2007-04-27","Colombia","2.99"
"2007-04-28","Colombia","7.99"
"2007-04-29","Colombia","5.99"
"2007-04-29","Colombia","4.99"
"2007-04-30","Colombia","0.99"
"2007-04-30","Colombia","2.99"
"2007-04-30","Colombia","8.99"
"2007-04-30","Colombia","4.99"
"2007-04-05","South Korea","0.99"
"2007-04-06","South Korea","0.99"
"2007-04-06","South Korea","5.99"
"2007-04-06","South Korea","5.99"
"2007-04-12","South Korea","1.99"
"2007-04-12","South Korea","4.99"
"2007-04-27","South Korea","5.99"
"2007-04-27","South Korea","8.99"
"2007-04-29","South Korea","2.99"
"2007-04-29","South Korea","2.99"
"2007-04-29","South Korea","2.99"
"2007-04-07","Argentina","4.99"
"2007-04-07","Argentina","0.99"
"2007-04-08","Argentina","8.99"
"2007-04-09","Argentina","7.99"
"2007-04-09","Argentina","2.99"
"2007-04-09","Argentina","2.99"
"2007-04-12","Argentina","2.99"
"2007-04-27","Argentina","7.99"
"2007-04-28","Argentina","4.99"
"2007-04-28","Argentina","4.99"
"2007-04-28","Argentina","2.99"
"2007-04-28","Argentina","2.99"
"2007-04-30","Argentina","0.99"
"2007-04-30","Argentina","2.99"
"2007-04-30","Argentina","2.99"
"2007-04-30","Argentina","0.99"
"2007-04-30","Argentina","4.99"
"2007-04-06","China","3.99"
"2007-04-07","China","4.99"
"2007-04-09","China","0.99"
"2007-04-10","China","3.99"
"2007-04-27","China","5.99"
"2007-04-27","China","1.99"
"2007-04-27","China","5.99"
"2007-04-28","China","6.99"
"2007-04-28","China","2.99"
"2007-04-29","China","0.99"
"2007-04-29","China","9.99"
"2007-04-30","China","2.99"
"2007-04-30","China","7.99"
"2007-04-06","Brunei","0.99"
"2007-04-07","Brunei","2.99"
"2007-04-07","Brunei","4.99"
"2007-04-07","Brunei","4.99"
"2007-04-08","Brunei","4.99"
"2007-04-09","Brunei","4.99"
"2007-04-09","Brunei","1.99"
"2007-04-10","Brunei","0.99"
"2007-04-11","Brunei","4.99"
"2007-04-11","Brunei","2.99"
"2007-04-12","Brunei","2.99"
"2007-04-27","Brunei","0.99"
"2007-04-27","Brunei","0.99"
"2007-04-28","Brunei","4.99"
"2007-04-29","Brunei","0.99"
"2007-04-29","Brunei","0.99"
"2007-04-30","Brunei","2.99"
"2007-04-30","Brunei","4.99"
"2007-04-30","Brunei","4.99"
"2007-04-06","Brazil","8.99"
"2007-04-06","Brazil","7.99"
"2007-04-07","Brazil","2.99"
"2007-04-08","Brazil","4.99"
"2007-04-09","Brazil","5.99"
"2007-04-10","Brazil","7.99"
"2007-04-10","Brazil","6.99"
"2007-04-10","Brazil","2.99"
"2007-04-11","Brazil","0.99"
"2007-04-11","Brazil","6.99"
"2007-04-27","Brazil","4.99"
"2007-04-28","Brazil","1.99"
"2007-04-29","Brazil","4.99"
"2007-04-30","Brazil","4.99"
"2007-04-30","Brazil","4.99"
"2007-04-08","China","2.99"
"2007-04-09","China","4.99"
"2007-04-11","China","4.99"
"2007-04-12","China","4.99"
"2007-04-27","China","2.99"
"2007-04-28","China","0.99"
"2007-04-07","Philippines","0.99"
"2007-04-07","Philippines","8.99"
"2007-04-10","Philippines","4.99"
"2007-04-10","Philippines","4.99"
"2007-04-28","Philippines","2.99"
"2007-04-28","Philippines","0.99"
"2007-04-30","Philippines","4.99"
"2007-04-06","India","1.99"
"2007-04-06","India","4.99"
"2007-04-08","India","5.99"
"2007-04-27","India","5.99"
"2007-04-27","India","4.99"
"2007-04-30","India","6.99"
"2007-04-30","India","6.99"
"2007-04-30","India","4.99"
"2007-04-30","India","0.99"
"2007-04-06","United States","2.99"
"2007-04-06","United States","2.99"
"2007-04-08","United States","4.99"
"2007-04-10","United States","0.99"
"2007-04-10","United States","4.99"
"2007-04-10","United States","2.99"
"2007-04-28","United States","4.99"
"2007-04-29","United States","6.99"
"2007-04-30","United States","3.99"
"2007-04-30","United States","4.99"
"2007-04-30","United States","3.99"
"2007-04-30","United States","4.99"
"2007-04-06","Mozambique","2.99"
"2007-04-06","Mozambique","0.99"
"2007-04-06","Mozambique","4.99"
"2007-04-07","Mozambique","4.99"
"2007-04-08","Mozambique","4.99"
"2007-04-09","Mozambique","4.99"
"2007-04-12","Mozambique","0.99"
"2007-04-12","Mozambique","0.99"
"2007-04-27","Mozambique","5.99"
"2007-04-28","Mozambique","0.99"
"2007-04-29","Mozambique","2.99"
"2007-04-30","Mozambique","4.99"
"2007-04-06","United Arab Emirates","7.99"
"2007-04-08","United Arab Emirates","4.99"
"2007-04-26","United Arab Emirates","2.99"
"2007-04-27","United Arab Emirates","3.99"
"2007-04-27","United Arab Emirates","0.99"
"2007-04-29","United Arab Emirates","5.99"
"2007-04-29","United Arab Emirates","4.99"
"2007-04-29","United Arab Emirates","5.99"
"2007-04-30","United Arab Emirates","2.99"
"2007-04-06","South Korea","6.99"
"2007-04-07","South Korea","2.99"
"2007-04-07","South Korea","4.99"
"2007-04-08","South Korea","0.99"
"2007-04-08","South Korea","4.99"
"2007-04-08","South Korea","2.99"
"2007-04-09","South Korea","2.99"
"2007-04-10","South Korea","2.99"
"2007-04-11","South Korea","2.99"
"2007-04-11","South Korea","3.99"
"2007-04-12","South Korea","4.99"
"2007-04-27","South Korea","4.99"
"2007-04-28","South Korea","0.99"
"2007-04-28","South Korea","7.99"
"2007-04-29","South Korea","0.99"
"2007-04-06","Russian Federation","5.99"
"2007-04-06","Russian Federation","8.99"
"2007-04-07","Russian Federation","2.99"
"2007-04-08","Russian Federation","8.99"
"2007-04-08","Russian Federation","6.99"
"2007-04-09","Russian Federation","4.99"
"2007-04-09","Russian Federation","6.99"
"2007-04-12","Russian Federation","4.99"
"2007-04-28","Russian Federation","4.99"
"2007-04-28","Russian Federation","1.99"
"2007-04-28","Russian Federation","0.99"
"2007-04-30","Russian Federation","5.99"
"2007-04-30","Russian Federation","4.99"
"2007-04-08","Saudi Arabia","2.99"
"2007-04-09","Saudi Arabia","2.99"
"2007-04-09","Saudi Arabia","5.99"
"2007-04-09","Saudi Arabia","2.99"
"2007-04-10","Saudi Arabia","2.99"
"2007-04-11","Saudi Arabia","5.99"
"2007-04-27","Saudi Arabia","5.99"
"2007-04-28","Saudi Arabia","8.99"
"2007-04-29","Saudi Arabia","0.99"
"2007-04-29","Saudi Arabia","1.99"
"2007-04-29","Saudi Arabia","4.99"
"2007-04-30","Saudi Arabia","6.99"
"2007-04-30","Saudi Arabia","0.99"
"2007-04-05","Israel","1.99"
"2007-04-06","Israel","1.99"
"2007-04-06","Israel","4.99"
"2007-04-07","Israel","6.99"
"2007-04-08","Israel","3.99"
"2007-04-08","Israel","6.99"
"2007-04-09","Israel","5.99"
"2007-04-09","Israel","4.99"
"2007-04-09","Israel","5.99"
"2007-04-10","Israel","2.99"
"2007-04-11","Israel","5.99"
"2007-04-27","Israel","0.99"
"2007-04-27","Israel","0.99"
"2007-04-27","Israel","6.99"
"2007-04-28","Israel","0.99"
"2007-04-29","Israel","5.99"
"2007-04-30","Israel","3.99"
"2007-04-30","Israel","2.99"
"2007-04-30","Israel","0.99"
"2007-04-30","Israel","2.99"
"2007-04-30","Israel","4.99"
"2007-04-06","Nigeria","6.99"
"2007-04-06","Nigeria","4.99"
"2007-04-07","Nigeria","6.99"
"2007-04-07","Nigeria","2.99"
"2007-04-07","Nigeria","1.99"
"2007-04-08","Nigeria","4.99"
"2007-04-09","Nigeria","4.99"
"2007-04-12","Nigeria","5.99"
"2007-04-12","Nigeria","6.99"
"2007-04-26","Nigeria","2.99"
"2007-04-27","Nigeria","0.99"
"2007-04-27","Nigeria","6.99"
"2007-04-29","Nigeria","0.99"
"2007-04-29","Nigeria","4.99"
"2007-04-30","Nigeria","4.99"
"2007-04-06","France","4.99"
"2007-04-07","France","6.99"
"2007-04-08","France","4.99"
"2007-04-08","France","7.99"
"2007-04-08","France","2.99"
"2007-04-09","France","1.99"
"2007-04-27","France","2.99"
"2007-04-29","France","1.99"
"2007-04-30","France","3.99"
"2007-04-30","France","5.99"
"2007-04-09","Tuvalu","4.99"
"2007-04-09","Tuvalu","4.99"
"2007-04-10","Tuvalu","2.99"
"2007-04-10","Tuvalu","4.99"
"2007-04-12","Tuvalu","4.99"
"2007-04-27","Tuvalu","2.99"
"2007-04-30","Tuvalu","2.99"
"2007-04-30","Tuvalu","3.99"
"2007-04-30","Tuvalu","5.99"
"2007-04-30","Tuvalu","9.99"
"2007-04-07","Russian Federation","4.99"
"2007-04-07","Russian Federation","2.99"
"2007-04-08","Russian Federation","3.99"
"2007-04-09","Russian Federation","3.99"
"2007-04-26","Russian Federation","0.99"
"2007-04-27","Russian Federation","3.99"
"2007-04-27","Russian Federation","4.99"
"2007-04-28","Russian Federation","4.99"
"2007-04-30","Russian Federation","2.99"
"2007-04-30","Russian Federation","7.99"
"2007-04-30","Russian Federation","8.99"
"2007-04-06","Argentina","6.99"
"2007-04-09","Argentina","4.99"
"2007-04-10","Argentina","2.99"
"2007-04-10","Argentina","3.99"
"2007-04-11","Argentina","2.99"
"2007-04-11","Argentina","0.99"
"2007-04-12","Argentina","5.99"
"2007-04-26","Argentina","6.99"
"2007-04-27","Argentina","4.99"
"2007-04-27","Argentina","7.99"
"2007-04-28","Argentina","4.99"
"2007-04-29","Argentina","1.99"
"2007-04-30","Argentina","2.99"
"2007-04-30","Argentina","2.99"
"2007-04-06","Mexico","0.99"
"2007-04-07","Mexico","2.99"
"2007-04-07","Mexico","1.99"
"2007-04-08","Mexico","4.99"
"2007-04-08","Mexico","0.99"
"2007-04-09","Mexico","6.99"
"2007-04-10","Mexico","5.99"
"2007-04-10","Mexico","4.99"
"2007-04-12","Mexico","0.99"
"2007-04-29","Mexico","5.99"
"2007-04-29","Mexico","4.99"
"2007-04-29","Mexico","4.99"
"2007-04-30","Mexico","4.99"
"2007-04-08","South Africa","4.99"
"2007-04-09","South Africa","2.99"
"2007-04-09","South Africa","2.99"
"2007-04-12","South Africa","6.99"
"2007-04-27","South Africa","0.99"
"2007-04-28","South Africa","3.99"
"2007-04-30","South Africa","0.99"
"2007-04-30","South Africa","2.99"
"2007-04-06","China","4.99"
"2007-04-07","China","2.99"
"2007-04-08","China","4.99"
"2007-04-11","China","4.99"
"2007-04-27","China","0.99"
"2007-04-27","China","0.99"
"2007-04-27","China","2.99"
"2007-04-05","Venezuela","1.99"
"2007-04-06","Venezuela","3.99"
"2007-04-06","Venezuela","9.99"
"2007-04-07","Venezuela","4.99"
"2007-04-07","Venezuela","0.99"
"2007-04-12","Venezuela","2.99"
"2007-04-29","Venezuela","0.99"
"2007-04-30","Venezuela","0.99"
"2007-04-30","Venezuela","2.99"
"2007-04-09","United States","4.99"
"2007-04-09","United States","2.99"
"2007-04-12","United States","2.99"
"2007-04-28","United States","4.99"
"2007-04-28","United States","4.99"
"2007-04-30","United States","4.99"
"2007-04-30","United States","6.99"
"2007-04-30","United States","4.99"
"2007-04-30","United States","5.99"
"2007-04-30","United States","3.99"
"2007-04-30","United States","2.99"
"2007-04-06","Venezuela","5.99"
"2007-04-07","Venezuela","2.99"
"2007-04-09","Venezuela","2.99"
"2007-04-09","Venezuela","2.99"
"2007-04-10","Venezuela","4.99"
"2007-04-10","Venezuela","5.99"
"2007-04-11","Venezuela","0.99"
"2007-04-12","Venezuela","0.99"
"2007-04-27","Venezuela","5.99"
"2007-04-27","Venezuela","2.99"
"2007-04-30","Venezuela","6.99"
"2007-04-30","Venezuela","4.99"
"2007-04-05","Germany","4.99"
"2007-04-06","Germany","2.99"
"2007-04-07","Germany","0.99"
"2007-04-09","Germany","0.99"
"2007-04-10","Germany","4.99"
"2007-04-10","Germany","2.99"
"2007-04-11","Germany","2.99"
"2007-04-12","Germany","4.99"
"2007-04-27","Germany","2.99"
"2007-04-27","Germany","2.99"
"2007-04-27","Germany","2.99"
"2007-04-28","Germany","5.99"
"2007-04-29","Germany","4.99"
"2007-04-29","Germany","10.99"
"2007-04-30","Germany","4.99"
"2007-04-06","Mexico","0.99"
"2007-04-06","Mexico","0.99"
"2007-04-08","Mexico","1.99"
"2007-04-09","Mexico","4.99"
"2007-04-11","Mexico","2.99"
"2007-04-11","Mexico","2.99"
"2007-04-11","Mexico","0.99"
"2007-04-12","Mexico","5.99"
"2007-04-12","Mexico","6.99"
"2007-04-27","Mexico","1.99"
"2007-04-27","Mexico","4.99"
"2007-04-28","Mexico","4.99"
"2007-04-29","Mexico","4.99"
"2007-04-30","Mexico","0.99"
"2007-04-30","Mexico","3.99"
"2007-04-06","Indonesia","6.99"
"2007-04-06","Indonesia","2.99"
"2007-04-07","Indonesia","0.99"
"2007-04-08","Indonesia","4.99"
"2007-04-09","Indonesia","2.99"
"2007-04-12","Indonesia","4.99"
"2007-04-27","Indonesia","0.99"
"2007-04-28","Indonesia","5.99"
"2007-04-30","Indonesia","6.99"
"2007-04-30","Indonesia","3.99"
"2007-04-09","India","5.99"
"2007-04-10","India","0.99"
"2007-04-11","India","9.99"
"2007-04-11","India","6.99"
"2007-04-29","India","2.99"
"2007-04-08","United States","0.99"
"2007-04-10","United States","1.99"
"2007-04-11","United States","0.99"
"2007-04-12","United States","1.99"
"2007-04-27","United States","2.99"
"2007-04-28","United States","4.99"
"2007-04-28","United States","4.99"
"2007-04-29","United States","3.99"
"2007-04-29","United States","7.99"
"2007-04-29","United States","4.99"
"2007-04-30","United States","1.99"
"2007-04-08","Egypt","8.99"
"2007-04-09","Egypt","5.99"
"2007-04-09","Egypt","0.99"
"2007-04-11","Egypt","7.99"
"2007-04-11","Egypt","0.99"
"2007-04-28","Egypt","4.99"
"2007-04-28","Egypt","5.99"
"2007-04-29","Egypt","4.99"
"2007-04-30","Egypt","2.99"
"2007-04-30","Egypt","0.99"
"2007-04-06","Colombia","5.99"
"2007-04-07","Colombia","3.99"
"2007-04-07","Colombia","0.99"
"2007-04-08","Colombia","9.99"
"2007-04-08","Colombia","1.99"
"2007-04-09","Colombia","1.99"
"2007-04-12","Colombia","0.99"
"2007-04-26","Colombia","4.99"
"2007-04-28","Colombia","0.99"
"2007-04-29","Colombia","1.99"
"2007-04-30","Colombia","6.99"
"2007-04-30","Colombia","6.99"
"2007-04-30","Colombia","0.99"
"2007-04-10","India","0.99"
